benchmark,profile,id,depth,asm,consensus,alnerr,qcov_un,tcov_un,total_err,n
ONT 2020,even10,5~10%,20,asm10,miniCon,2.61951538965292,3.31599479843953,2.29960578186596,5.93551018809245,1
ONT 2020,even10,5~10%,20,asm10,kmerCon,1.92091198223866,2.0775300103818,5.36574682435392,3.99844199262046,3
ONT 2020,even10,2~3%,20,asm10,miniCon,1.18909973021379,1.38431234269179,1.54605263157894,2.57341207290558,2
ONT 2020,even10,3~5%,20,asm10,kmerCon,0.90624032563633,1.27249515790178,2.26018396846255,2.17873548353811,5
ONT 2020,even10,3~5%,20,asm10,miniCon,1.11621799080761,0.953817606145542,1.05124835742443,2.07003559695315,2
ONT 2020,even10,2~3%,20,asm10,kmerCon,0.731685657627636,1.18957382349234,1.46381578947368,1.92125948111998,4
ONT 2020,skew10,1~2%,20,asm10,kmerCon,0.540175557056045,1.3395847287341,3.21944809461236,1.87976028579014,1
ONT 2020,skew10,3~5%,20,asm10,isoCon,0.200267022696934,1.18968935888962,1.77398160315374,1.38995638158656,1
ONT 2020,skew10,3~5%,20,asm10,miniCon,0.329452765179482,0.988411074228623,1.21550591327201,1.3178638394081,2
ONT 2020,skew10,5~10%,20,asm10,isoCon,0,1.1881188118812,1.64257555847568,1.1881188118812,1
ONT 2020,skew10,3~5%,20,asm10,kmerCon,0.0332019951180271,1.02293971767642,1.47831800262811,1.05614171279445,4
ONT 2020,skew10,2~3%,20,asm10,kmerCon,0.0500112369830887,0.891402016129792,1.80921052631579,0.941413253112881,4
ONT 2020,skew10,5~10%,20,asm10,miniCon,0.0657030223390223,0.593276203032303,0.821287779237842,0.658979225371326,2
ONT 2020,skew10,2~3%,20,asm10,isoCon,0,0.658327847267941,0.723684210526315,0.658327847267941,1
ONT 2020,skew10,5~10%,20,asm10,kmerCon,0.0164257555847556,0.33158395314307,1.69185282522996,0.348009708727826,4
ONT 2020,even10,3~5%,20,asm10,isoCon,0.0657030223390223,0.0657030223390223,0.0657030223390223,0.131406044678045,1
ONT 2020,skew10,2~3%,20,asm10,miniCon,0.0657606376229912,0.0438308130615894,0.0219298245614018,0.109591450684581,3
ONT 2020,even10,3~5%,40,asm10,isoCon,1.77631578947368,2.35448005232179,1.9053876478318,4.13079584179548,1
ONT 2020,even10,3~5%,40,asm10,miniCon,1.51787389474302,1.90569110700643,1.94918966272448,3.42356500174945,3
ONT 2020,even10,2~3%,40,asm10,isoCon,0.135777325186694,1.93333333333334,3.22368421052632,2.06911065852003,1
ONT 2020,even10,2~3%,40,asm10,kmerCon,0.611521150168625,1.3791251738116,1.82894736842105,1.99064632398022,5
ONT 2020,even10,2~3%,40,asm10,miniCon,0.832785448170057,0.767688894779193,0.767543859649119,1.60047434294925,3
ONT 2020,even10,3~5%,40,asm10,kmerCon,0.579895253057305,0.987645177352171,1.30584756898817,1.56754043040948,8
ONT 2020,even10,1~2%,40,asm10,isoCon,0.263678312458808,1.17570215545395,0.591327201051257,1.43938046791276,1
ONT 2020,skew10,3~5%,40,asm10,kmerCon,0.142784762353308,1.10402709921973,1.01839684625493,1.24681186157303,6
ONT 2020,even10,5~10%,40,asm10,kmerCon,0.324567206461503,0.906196036174824,2.03314352460213,1.23076324263633,18
ONT 2020,skew10,1~2%,40,asm10,isoCon,0,1.16883116883116,0,1.16883116883116,1
ONT 2020,skew10,0~1%,40,asm10,isoCon,0,1.16883116883116,0,1.16883116883116,1
ONT 2020,even10,5~10%,40,asm10,miniCon,0.491986357201785,0.650306231259187,0.410643889618925,1.14229258846097,4
ONT 2020,skew10,2~3%,40,asm10,kmerCon,0.198649038241797,0.874645667761946,3.45394736842105,1.07329470600374,6
ONT 2020,skew10,3~5%,40,asm10,isoCon,0.0221190002211908,1.00758248109191,0.919842312746387,1.0297014813131,3
ONT 2020,even10,1~2%,40,asm10,kmerCon,0.269316722998159,0.666338018084826,1.97109067017083,0.935654741082985,4
ONT 2020,skew10,0~1%,40,asm10,kmerCon,0.0875465090829503,0.807841403075353,0.635129215943934,0.895387912158303,3
ONT 2020,skew10,2~3%,40,asm10,isoCon,0.0665784284115318,0.726482629639236,1.31578947368421,0.793061058050768,3
ONT 2020,skew10,5~10%,40,asm10,kmerCon,0.0164907651715041,0.704341257954141,1.82325886990801,0.720832023125645,4
ONT 2020,even10,1~2%,40,asm10,miniCon,0.263095845456988,0.410795080005634,0.42706964520368,0.673890925462622,4
ONT 2020,skew10,5~10%,40,asm10,isoCon,0.183935211796501,0.488871767562006,0.867279894875162,0.672806979358506,5
ONT 2020,even10,0~1%,40,asm10,kmerCon,0.393959290873283,0.19736842105263,0.32851511169514,0.591327711925913,1
ONT 2020,skew10,1~2%,40,asm10,kmerCon,0.0494738515950424,0.459043366755758,0.344940867279892,0.5085172183508,4
ONT 2020,skew10,5~10%,40,asm10,miniCon,0.0328515111695111,0.297029702970299,0.443495400788432,0.32988121413981,4
ONT 2020,skew10,0~1%,40,asm10,miniCon,0.153206390895164,0.0439174352217814,0.131406044678054,0.197123826116946,3
ONT 2020,skew10,2~3%,40,asm10,miniCon,0.06577866016125,0.016436554898096,0.049342105263154,0.082215215059346,4
ONT 2020,skew10,3~5%,40,asm10,miniCon,0.0492341545348864,0.0328083989501309,0.0164257555847556,0.0820425534850173,4
ONT 2020,even10,5~10%,40,asm10,isoCon,0.0657030223390223,0,0.0657030223390223,0.0657030223390223,1
ONT 2020,skew10,1~2%,40,asm10,miniCon,0.0328515111695111,0,0.0328515111695111,0.0328515111695111,4
ONT 2020,even10,2~3%,60,asm10,isoCon,0.96592820289014,1.52394712472849,1.03070175438596,2.48987532761863,3
ONT 2020,even10,2~3%,60,asm10,miniCon,0.872535335862704,1.10138141669051,1.06907894736842,1.97391675255322,4
ONT 2020,even10,3~5%,60,asm10,kmerCon,0.584613384258911,1.26320532915018,1.81778361804643,1.84781871340909,12
ONT 2020,even10,3~5%,60,asm10,isoCon,0.577416809944726,1.2090986946865,0.870565045992116,1.78651550463123,4
ONT 2020,even10,2~3%,60,asm10,kmerCon,0.547464663293532,1.16699708615784,3.19078947368421,1.71446174945137,6
ONT 2020,skew10,1~2%,60,asm10,kmerCon,0.427266931065411,1.2068909759975,0.49277266754271,1.63415790706291,2
ONT 2020,even10,0~1%,60,asm10,kmerCon,0.423309279108409,1.03323540849862,2.33245729303548,1.45654468760702,4
ONT 2020,even10,1~2%,60,asm10,isoCon,0.328560467704818,1.07676893952619,0.394218134034169,1.40532940723101,2
ONT 2020,skew10,0~1%,60,asm10,kmerCon,0.233355748039745,1.16886269130065,1.44546649145861,1.4022184393404,4
ONT 2020,even10,0~1%,60,asm10,isoCon,0.0658330415125192,1.13941740819598,0.262812089356103,1.2052504497085,2
ONT 2020,even10,1~2%,60,asm10,kmerCon,0.289402638473067,0.881197051666415,3.36727989487516,1.17059969013948,4
ONT 2020,skew10,5~10%,60,asm10,kmerCon,0.220819503953084,0.892084312507597,0.978244999269966,1.11290381646068,9
ONT 2020,skew10,3~5%,60,asm10,kmerCon,0.141580184998103,0.94614761143252,2.61873474751267,1.08772779643062,7
ONT 2020,skew10,1~2%,60,asm10,miniCon,0.459468378993662,0.459468378993662,0.361366622864651,0.918936757987325,2
ONT 2020,skew10,2~3%,60,asm10,kmerCon,0.169612620234817,0.731258783992057,2.82894736842105,0.900871404226874,7
ONT 2020,skew10,5~10%,60,asm10,isoCon,0.0329815303430081,0.819054297307883,0.607752956636006,0.852035827650891,4
ONT 2020,even10,5~10%,60,asm10,kmerCon,0.157012908012151,0.682406357367126,1.78128193896919,0.839419265379276,18
ONT 2020,skew10,0~1%,60,asm10,isoCon,0,0.82166090142367,1.01839684625492,0.82166090142367,2
ONT 2020,skew10,3~5%,60,asm10,isoCon,0,0.810328305584692,0.941743320192728,0.810328305584692,6
ONT 2020,skew10,2~3%,60,asm10,isoCon,0.0331585983675744,0.656503683383246,0.575657894736839,0.68966228175082,4
ONT 2020,even10,5~10%,60,asm10,isoCon,0.0657030223390223,0.584415584415581,0.0657030223390223,0.650118606754603,2
ONT 2020,even10,3~5%,60,asm10,miniCon,0.35021000329114,0.299270709844857,0.313914440064243,0.649480713135997,9
ONT 2020,skew10,3~5%,60,asm10,miniCon,0.0551299245844253,0.545181325985174,0.372317126587821,0.600311250569599,6
ONT 2020,even10,5~10%,60,asm10,miniCon,0.232860760775406,0.347929751144835,0.138706380493499,0.580790511920242,9
ONT 2020,even10,1~2%,60,asm10,miniCon,0.262618027754023,0.213491682075023,0.197109067017081,0.476109709829046,4
ONT 2020,skew10,1~2%,60,asm10,isoCon,0,0.418935917418705,0.38107752956636,0.418935917418705,5
ONT 2020,even10,0~1%,60,asm10,miniCon,0.0657030223390223,0.0657030223390223,0.0657030223390223,0.131406044678045,2
ONT 2020,skew10,2~3%,60,asm10,miniCon,0.0328839233191474,0.016436554898096,0.0164473684210513,0.0493204782172434,4
ONT 2020,skew10,5~10%,60,asm10,miniCon,0,0,0,0,4
ONT 2020,skew10,0~1%,60,asm10,miniCon,0,0,0,0,2
ONT 2020,even10,3~5%,80,asm10,isoCon,0.914428441273921,1.53581746355858,1.49802890932983,2.45024590483251,5
ONT 2020,even10,2~3%,80,asm10,kmerCon,0.773654083206345,1.24265095348009,3.24561403508772,2.01630503668644,6
ONT 2020,even10,2~3%,80,asm10,isoCon,0.401475445847986,1.49029017415723,2.23684210526315,1.89176562000522,2
ONT 2020,even10,3~5%,80,asm10,kmerCon,0.588491792748206,1.29167468375611,1.59001314060447,1.88016647650431,10
ONT 2020,even10,2~3%,80,asm10,miniCon,0.876457871302712,0.822087611385269,0.789473684210523,1.69854548268798,6
ONT 2020,skew10,5~10%,80,asm10,kmerCon,0.239967297513099,1.13190884622606,1.70827858081472,1.37187614373916,13
ONT 2020,even10,0~1%,80,asm10,kmerCon,0.0668339338636628,1.15548898776963,1.74113009198422,1.22232292163329,2
ONT 2020,even10,3~5%,80,asm10,miniCon,0.607063415558654,0.566241260747747,0.550262812089356,1.1733046763064,8
ONT 2020,skew10,1~2%,80,asm10,kmerCon,0.37755714492899,0.768805299774731,1.46736749890494,1.14636244470372,3
ONT 2020,even10,1~2%,80,asm10,kmerCon,0.285639351507285,0.853040423598916,2.03679369250985,1.1386797751062,4
ONT 2020,skew10,1~2%,80,asm10,miniCon,0.557463583721514,0.557463583721514,0.394218134034162,1.11492716744303,2
ONT 2020,even10,0~1%,80,asm10,isoCon,0.088126694784061,1.00326780284235,0.547525186158557,1.09139449762642,3
ONT 2020,skew10,0~1%,80,asm10,kmerCon,0.114942528735635,0.916712846510649,1.81778361804643,1.03165537524628,3
ONT 2020,skew10,3~5%,80,asm10,isoCon,0.0284893060125232,0.958139668514684,1.19204054815093,0.986628974527207,7
ONT 2020,skew10,2~3%,80,asm10,kmerCon,0.145393123657005,0.777371183125824,2.41776315789473,0.922764306782829,8
ONT 2020,even10,1~2%,80,asm10,isoCon,0.300212367370577,0.568540725324526,0.540224850343115,0.868753092695103,9
ONT 2020,even10,5~10%,80,asm10,isoCon,0.0396845735309597,0.815374175484951,0.972404730617609,0.85505874901591,5
ONT 2020,skew10,3~5%,80,asm10,kmerCon,0.172781280793966,0.666567442517456,1.28120893561104,0.839348723311423,8
ONT 2020,even10,5~10%,80,asm10,kmerCon,0.0976283810487217,0.668252219886693,1.98934150970944,0.765880600935415,18
ONT 2020,skew10,0~1%,80,asm10,isoCon,0.0529809689552565,0.709157156929825,0.735873850197109,0.762138125885082,5
ONT 2020,skew10,2~3%,80,asm10,isoCon,0.0847354515747765,0.525506091195207,0.526315789473683,0.610241542769984,7
ONT 2020,skew10,1~2%,80,asm10,isoCon,0.0657994213702153,0.500553871628922,0.146006716308949,0.566353292999138,9
ONT 2020,skew10,5~10%,80,asm10,isoCon,0.098540352530622,0.448573457961217,0.481822163819532,0.547113810491839,6
ONT 2020,even10,1~2%,80,asm10,miniCon,0.284440005567305,0.2189237934098,0.219010074463426,0.503363798977105,3
ONT 2020,even10,5~10%,80,asm10,miniCon,0.170452192993071,0.264956960175223,0.127025843188786,0.435409153168294,15
ONT 2020,skew10,3~5%,80,asm10,miniCon,0.169176253622276,0.244597422637343,0.300356673549842,0.413773676259619,7
ONT 2020,skew10,2~3%,80,asm10,miniCon,0.0789127651475837,0.052622928129,0.0526315789473642,0.131535693276584,5
ONT 2020,skew10,5~10%,80,asm10,miniCon,0.0788436268068324,0.0526315789473699,0.0788436268068324,0.131475205754202,5
ONT 2020,even10,0~1%,80,asm10,miniCon,0.0657030223390223,0.0657030223390223,0.0657030223390223,0.131406044678045,2
ONT 2020,skew10,0~1%,80,asm10,miniCon,0,0,0,0,2
ONT 2020,even10,2~3%,100,asm10,kmerCon,0.734169640055995,1.36269539158875,2.23684210526316,2.09686503164474,8
ONT 2020,even10,2~3%,100,asm10,isoCon,0.659490497454426,1.32184423877396,1.19360902255639,1.98133473622839,7
ONT 2020,skew10,3~5%,100,asm10,kmerCon,0.530704053425492,0.960946050528214,1.35512483574244,1.49165010395371,8
ONT 2020,skew10,3~5%,100,asm10,miniCon,0.703980009727407,0.731515756115345,0.703960953632442,1.43549576584275,7
ONT 2020,even10,3~5%,100,asm10,isoCon,0.38952659526234,0.890612575234002,0.722733245729303,1.28013917049634,11
ONT 2020,even10,3~5%,100,asm10,kmerCon,0.265312997289285,0.974470547508969,1.73643701896001,1.23978354479825,14
ONT 2020,skew10,1~2%,100,asm10,kmerCon,0.400362791072079,0.726618392306762,1.68637757336838,1.12698118337884,3
ONT 2020,even10,0~1%,100,asm10,kmerCon,0.246322698732826,0.842987003057255,2.3215067893123,1.08930970179008,3
ONT 2020,even10,2~3%,100,asm10,miniCon,0.566619576907822,0.509561131054848,0.476973684210522,1.07618070796267,8
ONT 2020,even10,1~2%,100,asm10,kmerCon,0.171156238621194,0.861042455389807,4.94415243101183,1.032198694011,4
ONT 2020,skew10,2~3%,100,asm10,kmerCon,0.176870188354251,0.824925165003106,1.73245614035088,1.00179535335736,6
ONT 2020,skew10,1~2%,100,asm10,miniCon,0.492449113591597,0.492449113591597,0.427069645203673,0.984898227183194,2
ONT 2020,skew10,3~5%,100,asm10,isoCon,0.0829925249153547,0.831672823170408,1.00197109067017,0.914665348085762,8
ONT 2020,skew10,5~10%,100,asm10,kmerCon,0.169712481612206,0.722171342422365,2.24266316250547,0.891883824034571,15
ONT 2020,skew10,0~1%,100,asm10,kmerCon,0.0835003340013358,0.7745535213528,0.903416557161631,0.858053855354136,4
ONT 2020,even10,0~1%,100,asm10,isoCon,0.0989577987166719,0.690409319626797,0.739159001314054,0.789367118343469,8
ONT 2020,skew10,2~3%,100,asm10,isoCon,0.0471042202600285,0.711969119641694,0.479323308270673,0.759073339901722,7
ONT 2020,skew10,5~10%,100,asm10,isoCon,0.0284387145701024,0.591235228274004,0.600713347099679,0.619673942844106,7
ONT 2020,even10,1~2%,100,asm10,isoCon,0.109897534304177,0.502623090903012,0.459921156373192,0.612520625207188,9
ONT 2020,even10,5~10%,100,asm10,kmerCon,0.0237016737051761,0.58315158159611,1.81340341655716,0.606853255301286,20
ONT 2020,skew10,1~2%,100,asm10,isoCon,0.0782436318906202,0.471299953927695,0.388245132003344,0.549543585818315,11
ONT 2020,even10,5~10%,100,asm10,isoCon,0.0441858864887929,0.48835514288837,0.684406482698204,0.532541029377163,12
ONT 2020,even10,1~2%,100,asm10,miniCon,0.262603633424703,0.207994944928162,0.208059570740256,0.470598578352866,6
ONT 2020,even10,3~5%,100,asm10,miniCon,0.196990506054825,0.19151525419324,0.180683311432323,0.388505760248066,12
ONT 2020,skew10,0~1%,100,asm10,isoCon,0.0662078540192454,0.314961309748648,0.31537450722733,0.381169163767893,5
ONT 2020,even10,0~1%,100,asm10,miniCon,0.0657030223390223,0.0657030223390223,0.0657030223390223,0.131406044678045,2
ONT 2020,even10,5~10%,100,asm10,miniCon,0.0369498612169235,0.0892737353356514,0.0287450722733222,0.126223596552575,16
ONT 2020,skew10,2~3%,100,asm10,miniCon,0.0526056264922659,0.0526056264922659,0.0263157894736821,0.105211252984532,5
ONT 2020,skew10,5~10%,100,asm10,miniCon,0.0131406044678045,0,0.0131406044678045,0.0131406044678045,5
ONT 2020,skew10,0~1%,100,asm10,miniCon,0,0,0,0,2
ONT 2020,even10,2~3%,200,asm10,kmerCon,0.336530943339634,1.02653034230015,3.26754385964912,1.36306128563979,12
ONT 2020,even10,0~1%,200,asm10,kmerCon,0.0445102094178651,1.16227642045258,1.22645641699518,1.20678662987045,3
ONT 2020,skew10,2~3%,200,asm10,kmerCon,0.290381661999417,0.87618811330484,2.43421052631579,1.16656977530426,8
ONT 2020,even10,3~5%,200,asm10,kmerCon,0.151056349931976,0.913690604408901,3.13321287779238,1.06474695434088,16
ONT 2020,skew10,3~5%,200,asm10,kmerCon,0.203033657720563,0.850504430841863,1.10052562417871,1.05353808856243,12
ONT 2020,even10,1~2%,200,asm10,kmerCon,0.181869789640782,0.852592647986597,1.08409986859396,1.03446243762738,4
ONT 2020,skew10,3~5%,200,asm10,isoCon,0.0945618872418074,0.929970328282798,1.07940679556974,1.02453221552461,14
ONT 2020,even10,1~2%,200,asm10,miniCon,0.251833640026978,0.64175804540002,0.295663600525626,0.893591685426998,6
ONT 2020,even10,1~2%,200,asm10,isoCon,0.0734274701674577,0.784765448004567,0.40881880566506,0.858192918172025,18
ONT 2020,skew10,5~10%,200,asm10,isoCon,0.120193811376624,0.72506713164911,0.752598255883407,0.845260943025734,22
ONT 2020,skew10,1~2%,200,asm10,kmerCon,0.213794945475126,0.603615583362714,0.279237844940866,0.81741052883784,4
ONT 2020,even10,2~3%,200,asm10,miniCon,0.352297848592825,0.454382710035002,0.412679425837319,0.806680558627827,11
ONT 2020,skew10,0~1%,200,asm10,kmerCon,0.17520805957074,0.63114390191141,0.372317126587821,0.80635196148215,3
ONT 2020,even10,0~1%,200,asm10,isoCon,0.120677132484638,0.640958878214175,0.660895107057276,0.761636010698813,17
ONT 2020,skew10,1~2%,200,asm10,miniCon,0.37207266360254,0.37207266360254,0.317564607971962,0.74414532720508,6
ONT 2020,skew10,5~10%,200,asm10,kmerCon,0.0702480997084428,0.672692861405139,2.01124251715579,0.742940961113582,18
ONT 2020,skew10,2~3%,200,asm10,isoCon,0.112798151893343,0.606060059228324,1.13866396761133,0.718858211121667,13
ONT 2020,even10,5~10%,200,asm10,kmerCon,0.0101598956297387,0.697895974552879,1.84625492772667,0.708055870182618,20
ONT 2020,skew10,0~1%,200,asm10,isoCon,0.10160694364839,0.593256424059516,0.869598825075365,0.694863367707906,17
ONT 2020,even10,3~5%,200,asm10,isoCon,0.0474143676202596,0.638329551939869,0.675427069645203,0.685743919560128,25
ONT 2020,even10,2~3%,200,asm10,isoCon,0.0744569623805595,0.57862615763177,0.627741228070173,0.653083120012329,24
ONT 2020,even10,5~10%,200,asm10,isoCon,0.013205925270659,0.633399495064796,0.637319316688566,0.646605420335455,20
ONT 2020,even10,0~1%,200,asm10,miniCon,0.0528064195388339,0.524315498821485,0.420499342969774,0.577121918360319,5
ONT 2020,skew10,1~2%,200,asm10,isoCon,0.0936433815798473,0.444221096716796,0.506299760377212,0.537864478296643,17
ONT 2020,skew10,2~3%,200,asm10,miniCon,0.149930656216146,0.239578413543684,0.263157894736841,0.38950906975983,11
ONT 2020,skew10,3~5%,200,asm10,miniCon,0.10751403655477,0.19017493697218,0.143352048739694,0.29768897352695,11
ONT 2020,skew10,0~1%,200,asm10,miniCon,0,0.295081967213115,0.246386333771355,0.295081967213115,4
ONT 2020,skew10,5~10%,200,asm10,miniCon,0.113012505123915,0.131651156179489,0.164257555847569,0.244663661303404,14
ONT 2020,even10,3~5%,200,asm10,miniCon,0.114910185737223,0.110803746841034,0.10266097240473,0.225713932578257,16
ONT 2020,even10,5~10%,200,asm10,miniCon,0.0131319763624418,0.0131319763624418,0,0.0262639527248837,20
ONT 2020,even10,0~1%,400,asm10,kmerCon,0.488331746441925,1.04525557243216,3.59176522120017,1.53358731887408,3
ONT 2020,skew10,3~5%,400,asm10,kmerCon,0.380542376481389,1.09716603540436,1.65665477754834,1.47770841188575,14
ONT 2020,even10,3~5%,400,asm10,kmerCon,0.293778561995867,1.15007036908639,1.97578374319504,1.44384893108226,14
ONT 2020,even10,2~3%,400,asm10,kmerCon,0.257038888734962,1.17927861848585,1.8890977443609,1.43631750722081,14
ONT 2020,skew10,1~2%,400,asm10,kmerCon,0.3123284626745,0.966312644139506,0.804862023653083,1.27864110681401,4
ONT 2020,skew10,0~1%,400,asm10,kmerCon,0.178866308306401,1.03616663023393,1.48926850635129,1.21503293854033,3
ONT 2020,skew10,2~3%,400,asm10,kmerCon,0.264015588712199,0.879076137226575,2.92763157894737,1.14309172593877,10
ONT 2020,even10,1~2%,400,asm10,kmerCon,0.198752840737029,0.874873973752312,1.75755584756898,1.07362681448934,4
ONT 2020,skew10,2~3%,400,asm10,isoCon,0.175587093318528,0.762394050214779,1.0672514619883,0.937981143533307,36
ONT 2020,skew10,3~5%,400,asm10,isoCon,0.146783107210487,0.708671338519797,1.02465427695388,0.855454445730285,42
ONT 2020,skew10,5~10%,400,asm10,isoCon,0.09840754448773,0.744847451606516,1.14980289093298,0.843254996094246,38
ONT 2020,even10,5~10%,400,asm10,kmerCon,0.00334001336005372,0.831329621299613,1.77398160315374,0.834669634659667,20
ONT 2020,even10,1~2%,400,asm10,miniCon,0.364082587176234,0.446695157903256,0.328515111695138,0.81077774507949,11
ONT 2020,even10,1~2%,400,asm10,isoCon,0.0758522603757911,0.729957476365519,0.929010176328576,0.80580973674131,43
ONT 2020,skew10,1~2%,400,asm10,isoCon,0.110707461491996,0.694642762783761,0.788436268068329,0.805350224275757,36
ONT 2020,even10,2~3%,400,asm10,isoCon,0.0864144133706201,0.655527664673204,0.81354300385109,0.741942078043824,41
ONT 2020,skew10,1~2%,400,asm10,miniCon,0.332809536625488,0.406264550661113,0.31537450722733,0.739074087286601,15
ONT 2020,even10,5~10%,400,asm10,isoCon,0.077103379437535,0.660143112045855,0.808772917839934,0.73724649148339,42
ONT 2020,skew10,0~1%,400,asm10,isoCon,0.141867404456519,0.580097411101908,0.666416369438707,0.721964815558427,35
ONT 2020,even10,0~1%,400,asm10,isoCon,0.12511386779923,0.588135353055126,0.751934588991093,0.713249220854355,36
ONT 2020,even10,3~5%,400,asm10,isoCon,0.0646809777455036,0.638489989939806,0.775921406670421,0.70317096768531,42
ONT 2020,even10,3~5%,400,asm10,miniCon,0.340702558573521,0.352908493017313,0.328515111695137,0.693611051590834,16
ONT 2020,skew10,5~10%,400,asm10,kmerCon,0.00657030223390223,0.651584921584907,1.41918528252299,0.658155223818809,20
ONT 2020,even10,2~3%,400,asm10,miniCon,0.277463331107651,0.277463331107651,0.230263157894735,0.554926662215302,18
ONT 2020,skew10,3~5%,400,asm10,miniCon,0.193004545028504,0.295943256693767,0.207483228439033,0.48894780172227,19
ONT 2020,even10,0~1%,400,asm10,miniCon,0.0740359122134606,0.34415761029835,0.262812089356105,0.41819352251181,8
ONT 2020,skew10,2~3%,400,asm10,miniCon,0.148993112948223,0.135846767822737,0.12280701754386,0.284839880770961,15
ONT 2020,skew10,0~1%,400,asm10,miniCon,0.0766031954475797,0.0766031954475797,0.0438020148926862,0.153206390895159,6
ONT 2020,skew10,5~10%,400,asm10,miniCon,0.027370873837557,0.105818160730119,0.0355891371003055,0.133189034567677,24
ONT 2020,even10,5~10%,400,asm10,miniCon,0.00656167979002618,0.0658893000932565,0.075558475689882,0.0724509798832827,20
ONT 2023,even10,2~3%,20,asm10,isoCon,0.656685155902288,0.591715976331358,0.526315789473678,1.24840113223365,2
ONT 2023,skew10,3~5%,20,asm10,kmerCon,0.426789231779383,0.797075375387595,0.60227770477442,1.22386460716698,6
ONT 2023,skew10,2~3%,20,asm10,miniCon,0.51447279642313,0.503708999087552,0.460526315789475,1.01818179551068,6
ONT 2023,even10,2~3%,20,asm10,miniCon,0.443884424736948,0.403068889489056,0.419407894736842,0.846953314226004,8
ONT 2023,even10,2~3%,20,asm10,kmerCon,0.292973006967538,0.5389313311318,0.423976608187132,0.831904338099338,9
ONT 2023,skew10,2~3%,20,asm10,kmerCon,0.361259083245758,0.350430660042257,0.307017543859651,0.711689743288015,6
ONT 2023,even10,1~2%,20,asm10,miniCon,0.302156249811256,0.275952693823913,0.275952693823913,0.578108943635169,5
ONT 2023,even10,3~5%,20,asm10,isoCon,0.295501823550069,0.279097666591984,0.279237844940866,0.574599490142052,4
ONT 2023,even10,3~5%,20,asm10,kmerCon,0.173158230902689,0.392170812556441,0.238920081232826,0.56532904345913,11
ONT 2023,even10,1~2%,20,asm10,kmerCon,0.262734436407842,0.223459391558046,0.2365308804205,0.486193827965889,5
ONT 2023,even10,1~2%,20,asm10,isoCon,0.262639527248851,0.197109067017081,0.197109067017081,0.459748594265932,1
ONT 2023,skew10,3~5%,20,asm10,isoCon,0,0.29335071707953,0.0985545335085405,0.29335071707953,4
ONT 2023,even10,0~1%,20,asm10,kmerCon,0.114947933698183,0.114947933698183,0.0985545335085334,0.229895867396365,4
ONT 2023,even10,3~5%,20,asm10,miniCon,0.10950983692653,0.109591488576893,0.124105708862605,0.219101325503423,9
ONT 2023,even10,0~1%,20,asm10,miniCon,0.0657030223390223,0.0657030223390223,0.0657030223390223,0.131406044678045,3
ONT 2023,even10,0~1%,20,asm10,isoCon,0.0657030223390223,0.0657030223390223,0.0657030223390223,0.131406044678045,1
ONT 2023,even10,5~10%,20,asm10,kmerCon,0.00657030223390223,0.118032786885246,0.105124835742444,0.124603089119148,10
ONT 2023,skew10,5~10%,20,asm10,kmerCon,0.0394218134034134,0.0394218134034134,0.0394218134034134,0.0788436268068267,5
ONT 2023,skew10,5~10%,20,asm10,isoCon,0.0164257555847556,0.0164257555847556,0.0164257555847556,0.0328515111695111,4
ONT 2023,even10,5~10%,20,asm10,isoCon,0.0219010074463408,0,0.0219010074463408,0.0219010074463408,3
ONT 2023,even10,5~10%,20,asm10,miniCon,0.0131406044678045,0,0.0131406044678045,0.0131406044678045,5
ONT 2023,skew10,5~10%,20,asm10,miniCon,0,0,0,0,4
ONT 2023,skew10,3~5%,20,asm10,miniCon,0,0,0,0,5
ONT 2023,skew10,2~3%,20,asm10,isoCon,0,0,0,0,3
ONT 2023,skew10,1~2%,20,asm10,kmerCon,0,0,0,0,4
ONT 2023,skew10,1~2%,20,asm10,miniCon,0,0,0,0,4
ONT 2023,skew10,1~2%,20,asm10,isoCon,0,0,0,0,4
ONT 2023,skew10,3~5%,40,asm10,kmerCon,0.338948946828488,0.523334324282852,0.328515111695137,0.86228327111134,6
ONT 2023,skew10,2~3%,40,asm10,kmerCon,0.306882975573934,0.299635512186121,0.292397660818714,0.606518487760054,9
ONT 2023,skew10,2~3%,40,asm10,miniCon,0.229750862812768,0.180991433075777,0.189144736842104,0.410742295888545,8
ONT 2023,skew10,3~5%,40,asm10,isoCon,0.196742853449948,0.196742853449948,0.164257555847567,0.393485706899895,6
ONT 2023,skew10,3~5%,40,asm10,miniCon,0.196915189246248,0.164193440464499,0.16425755584757,0.361108629710747,6
ONT 2023,even10,2~3%,40,asm10,kmerCon,0.0511167814319672,0.308919510746559,0.175438596491228,0.360036292178526,18
ONT 2023,even10,0~1%,40,asm10,kmerCon,0.0329165207562596,0.326073734724261,0.131406044678052,0.358990255480521,4
ONT 2023,even10,3~5%,40,asm10,kmerCon,0.00345805380731696,0.313066869954412,0.255895981741477,0.316524923761729,19
ONT 2023,even10,5~10%,40,asm10,kmerCon,0.00328515111695111,0.240758985102222,0.0459921156373184,0.244044136219173,20
ONT 2023,even10,1~2%,40,asm10,kmerCon,0.0820748522652668,0.0657030223390276,0.0657030223390276,0.147777874604294,8
